ID,DUP,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,City,ZIP Code,Telephone Number
1047,0,Kaitlin,Neumann,Married,White,12/16/1962,086-88-3723,72063.1,6860 0471 7186 9881,Washington DC,20002,703-502-0153
1048,0,Robin,Dixon,Never Married,White,6/26/1969,110-53-5097,55770.8,3894 3134 8195 6387,Washington DC,20004,240-869-7970
1049,0,Joshua,Doman,Divorced,White,6/6/1994,661-44-7209,63022.3,5030 9746 7605 8299,Washington DC,20010,540-291-6196
1050,0,Madeline,White,Married,White,9/17/1951,416-28-0729,116464.2,4134 6252 5921 2806,Washington DC,20016,718-469-6706
1051,0,Laura,Stolz,Divorced,Others,1/26/1980,633-03-2423,212540.5,4962 2261 5876 6138,Washington DC,20015,517-451-1264
1053,0,Sophie,Murphy-dorsett,Married,Hispanic,5/17/1951,543-41-0522,54394.8,1955 3156 3054 4457,Washington DC,20006,862-802-7702
1054,0,Samuel,Fajri,Married,White,1/10/1976,667-39-9373,31798.9,5422 3676 1408 7623,Washington DC,20018,952-041-8887
1055,0,Ella,Bishop,Never Married,White,5/17/1959,485-89-8370,29082.8,0030 3644 3944 4869,Washington DC,20018,909-519-5350
1057,0,Thomas,Shepherdson,Married,White,4/26/1949,224-45-2588,83771.6,9402 8988 6702 4090,Washington DC,20002,650-828-6975
1058,0,Henry,Goldsworthy,Married,White,6/27/1997,255-18-8504,77368.5,4288 6888 2584 2562,Washington DC,20020,762-556-5742
1059,0,Cooper,Fagerlund,Married,Hispanic,10/6/1960,635-71-1890,142470,6170 5758 2347 2044,Washington DC,20012,614-477-0263
1060,0,Amy,Shepherd,Married,White,6/11/1954,191-48-2586,83588.2,3903 4292 4385 3957,Washington DC,20022,616-770-0166
1061,0,Jessica,Jaudzems,Never Married,White,10/20/1964,392-37-1251,64475.8,1238 7106 5634 4485,Washington DC,20001,847-634-0285
1062,0,Evan,Webb,Married,Hispanic,9/3/1995,576-24-3887,100090.6,6480 6783 2533 9042,Washington DC,20005,352-399-1212
1063,0,Ethan,Stumann,Married,White,6/3/1979,195-91-1033,23668.8,8147 1344 7220 2498,Washington DC,20007,980-243-7765
1064,0,Isabella,Fenwick,Never Married,White,4/2/1988,196-20-5889,206380.6,6770 3394 6056 5840,Washington DC,20015,276-211-7332
1065,0,Faith,Mason,Married,White,11/11/1965,648-35-7338,147078.8,2810 8156 4216 3562,Washington DC,20005,703-531-2290
1066,0,Lachlan,Noble,Never Married,Black,10/3/1952,293-90-0014,64734.9,4941 7194 7589 8584,Washington DC,20003,623-045-8479
1068,0,Alannah,Menzies,Never Married,White,10/11/1971,717-62-8352,86946.8,4225 5048 6047 9649,Washington DC,20008,636-767-4270
1069,0,Aikaterina,Rickett,Married,Asian,12/16/1971,073-17-6472,73350.2,8806 1177 1003 1383,Washington DC,20008,971-445-4853
1070,0,Samuel,Gulliver,Never Married,Others,9/3/1989,127-48-9499,199468.6,9193 2249 0125 7873,Washington DC,20002,760-529-9679
1071,0,Lachlan,White,Never Married,Black,3/14/1981,360-22-1554,55747.7,5944 2456 0826 7491,Washington DC,20017,351-258-2539
1073,0,Emiily,Cochrane,Widowed,Hispanic,1/13/1958,013-48-9630,178344.2,2470 8280 8534 2276,Washington DC,20005,385-109-5436
1074,0,Clement,Stephenson,Married,White,4/25/1955,601-47-5785,46179.6,5737 1162 6115 7426,Washington DC,20015,616-936-4874
1075,0,Hannah,Marson,Married,Asian,7/25/1975,651-61-6201,41472.9,1616 9051 8953 6020,Washington DC,20006,435-634-0359
1076,0,Juliana,Fair,Never Married,White,8/26/1968,423-11-9607,55664.2,0190 3629 3614 0270,Washington DC,20012,272-826-2032
1077,0,Leon,Gavel,Divorced,White,2/23/1953,478-55-2428,64413.3,6315 0152 4045 3508,Washington DC,20016,217-769-8759
1078,0,Keegan,Sporn,Never Married,White,2/6/1986,471-18-1012,145574.4,2546 1663 9678 6140,Washington DC,20020,574-293-7746
1079,0,Phoebe,Gold,Married,Asian,11/18/1958,507-73-3371,55439,6251 7189 6958 9467,Washington DC,20002,717-972-4719
1080,0,Lara,Bristow,Widowed,Hispanic,5/11/1981,175-85-4060,170754.5,1005 8265 8752 1347,Washington DC,20012,930-760-7905
1081,0,Eva,Shepherd,Married,White,6/29/1968,201-23-2603,31277.9,4031 1337 1462 5691,Washington DC,20015,435-949-5578
1082,0,William,Chittleborough,Never Married,Black,3/24/1986,054-80-4384,35376.7,6405 2570 9673 1305,Washington DC,20019,310-582-7182
1083,0,Lily,Pastore,Married,White,2/22/1977,575-78-2842,43046.2,2514 0109 8540 9518,Washington DC,20022,978-209-1708
1084,0,Lushia,Matthews,Married,White,1/14/1996,412-19-6571,95323,8915 9138 0870 9854,Washington DC,20022,267-351-0399
1085,0,Reganne,Barzen,Never Married,White,9/3/1978,304-08-4803,241713.8,8667 8807 4543 2911,Washington DC,20004,240-800-6767
1086,0,Isabella,Ryan,Never Married,White,7/23/1995,198-77-0326,28033.5,9504 0686 2892 8327,Washington DC,20009,276-950-8771
1087,0,Rebecca,Feast,Married,White,2/13/1974,447-68-1109,14470.9,2802 4037 9469 5430,Washington DC,20002,406-927-6556
1088,0,Matthew,Tamassy,Never Married,White,4/21/1997,642-69-3658,143960.9,2724 1208 8157 7337,Washington DC,20015,502-774-9439
1090,0,Kobe,Mcvilly,Widowed,White,7/15/1977,699-53-2774,49374.1,3039 7023 7235 0039,Washington DC,20022,508-233-6295
1091,0,Emma,Mcgregor,Widowed,Hispanic,11/4/1976,334-43-8004,160167.5,8161 5493 4647 9537,Washington DC,20017,626-136-4516
1092,0,Abbey,Piliczky,Married,White,11/13/1964,705-35-7746,43899.7,5327 9415 5979 9950,Washington DC,20015,703-972-7165
1094,0,Tiana,Nguyen,Never Married,White,12/18/1980,042-83-9803,33321.6,6120 8655 4506 8791,Washington DC,20008,415-106-9304
1096,0,Thomas,Nguyen,Never Married,White,7/1/1988,470-82-2992,149679.1,6043 3342 7382 1786,Washington DC,20003,334-673-5219
1097,0,Thomas,Bishop,Married,White,5/5/1962,432-28-8102,50142.3,1840 6162 4164 1282,Washington DC,20015,765-914-0588
1098,0,James,Sherriff,Married,Others,1/17/1960,344-05-8449,102403.6,0903 0575 8296 2606,Washington DC,20018,870-200-4488
1099,0,Samuel,Allica,Married,White,12/27/1951,117-21-8775,56371.1,5581 2428 5518 2364,Washington DC,20022,859-242-0608
1100,0,Maya,Zyga,Never Married,Black,1/19/1950,563-89-1797,39303.1,3085 6815 5325 9993,Washington DC,20017,956-975-9065
1102,0,Lucy,Tiedemann,Divorced,White,6/4/1954,094-96-4023,85803.6,5905 3103 2624 5598,Washington DC,20012,410-622-2261
1103,0,Jesse,Mahon,Married,White,6/19/1969,158-21-4163,96945.1,7975 4245 3802 8074,Washington DC,20002,774-444-0397
1104,0,Adriana,Mclelland,Never Married,Hispanic,1/3/1970,122-79-7902,112520.3,0052 0262 6793 4686,Washington DC,20003,270-750-6679
1105,0,Fiona,Chandler,Married,White,10/28/1989,470-67-1858,66351.4,4239 8096 7511 8196,Washington DC,20010,586-600-9884
1106,0,Dominic,Folmer,Divorced,White,1/5/1967,686-37-8539,60503.9,0249 0723 9982 6300,Washington DC,20017,303-659-5932
1107,0,William,White,Married,Black,3/21/1973,164-29-7030,75399.7,0030 1804 8042 8265,Washington DC,20007,786-029-0851
1109,0,Katherine,Stephenson,Never Married,White,3/12/1948,262-73-2168,35415.2,8785 5271 0218 4315,Washington DC,20004,315-276-3611
1110,0,Max,Campbell,Married,White,9/5/1988,368-69-1065,67367.3,2784 3766 1812 5628,Washington DC,20010,769-853-4764
1111,0,Michael,Quilliam,Married,White,9/10/1951,222-63-7590,66931.3,7769 8759 3994 2649,Washington DC,20004,813-860-9230
1112,0,Robert,White,Divorced,White,3/14/1981,190-98-0622,61962.4,7929 0716 1040 1684,Washington DC,20019,914-786-7290
1113,0,Claire,Calipari,Married,White,9/28/1951,455-64-2504,57580.2,7144 8111 8619 1216,Washington DC,20020,351-988-9252
1114,0,Katherine,Clissold,Widowed,Black,6/3/1970,271-98-9364,29904,0351 1496 7221 6185,Washington DC,20018,415-442-9564
1115,0,Noah,Revi,Married,Black,10/8/1969,560-63-6370,39348.5,0003 0199 9803 7829,Washington DC,20003,479-290-6139
1116,0,Maddison,Browne,Never Married,Hispanic,9/18/1980,712-61-9196,29848.1,3454 7659 3170 9597,Washington DC,20017,508-664-5907
1119,0,Jake,Lock,Married,White,2/15/1967,312-24-9055,76023.3,8557 0337 3983 1313,Washington DC,20017,678-629-1786
1120,0,Taalia,Coleman,Married,Hispanic,9/8/1984,462-51-3051,28065.2,3269 9388 2787 3989,Washington DC,20008,908-427-2714
1121,0,Nicholas,Carbone,Never Married,Black,2/9/1973,452-69-9184,46692.3,1118 3815 2469 0185,Washington DC,20010,570-806-9619
1122,0,Kiera,Juskevisc,Never Married,White,8/6/1990,290-37-1332,77627.7,6913 7095 4012 6656,Washington DC,20010,405-429-0121
1123,0,Lara,Nickolai,Married,White,5/4/1975,056-51-2272,96258.9,3325 9171 2569 5286,Washington DC,20013,315-612-6705
1124,0,Jayden,Chandler,Never Married,Hispanic,5/12/1952,609-96-3020,61057.8,6064 4676 1876 2682,Washington DC,20010,234-641-1879
1125,0,Jack,Cochrane,Never Married,White,7/12/1977,261-94-5876,51921.3,0210 5961 4426 3437,Washington DC,20015,276-065-7512
1126,0,Nathan,Gibb,Never Married,White,10/14/1959,545-21-5444,45469.6,5163 6831 9879 2573,Washington DC,20011,435-297-4931
1127,0,Harrison,Idris,Divorced,White,4/26/1976,603-25-3866,46456.8,7543 8610 9986 3981,Washington DC,20008,337-819-5106
1128,0,Savannah,Lodge,Married,White,10/19/1948,476-90-9902,200267.5,7950 2084 1521 2115,Washington DC,20015,402-285-0847
1129,0,Eva,Sagrestano,Married,Hispanic,1/2/1976,500-71-6531,181152,1917 0188 7667 7499,Washington DC,20001,561-502-3464
1131,0,Liam,Lodge,Never Married,White,6/12/1967,489-89-5466,25699.4,0849 9192 9250 8861,Washington DC,20005,573-517-9637
1132,0,Shelbey,Matthews,Married,White,7/3/1990,025-25-0551,110339.1,9008 8632 9593 8176,Washington DC,20010,734-594-0460
1133,0,Emiily,Everett,Married,Hispanic,10/4/1988,396-95-3436,108022.8,8243 9953 1444 9387,Washington DC,20002,754-677-2018
1134,0,Jasmine,Compagne,Married,American Indian-Alaska Native,11/11/1950,160-58-7098,80302.1,3137 8633 6727 9503,Washington DC,20018,952-550-8818
1135,0,Brandon,Berry,Married,White,7/4/1961,475-68-9730,105897.6,6722 7291 9676 3502,Washington DC,20004,617-526-1755
1136,0,Oliver,Manias,Never Married,White,8/17/1969,306-86-5175,213895,1319 2081 0536 0286,Washington DC,20007,571-224-8919
1137,0,Christina,White,Married,White,2/1/1960,661-96-1749,11693.6,5124 0818 5602 5052,Washington DC,20012,979-062-3073
1138,0,Lia,Montalvo,Married,Black,3/16/1982,606-35-3917,168622.7,6657 6786 5433 5745,Washington DC,20005,317-880-7552
1139,0,Jacinta,Mccarthy,Married,White,1/30/1991,154-25-3095,23508.6,9660 6304 7531 4340,Washington DC,20019,862-268-2741
1140,0,Finn,Webb,Never Married,Hispanic,3/6/1980,631-27-5515,33560,3286 8236 5378 7002,Washington DC,20010,220-546-3884
1141,0,Daniel,Boxer,Married,Others,9/11/1960,328-61-3387,34290.5,3497 2461 7363 9706,Washington DC,20004,351-254-4257
1142,0,Zac,Shelley,Never Married,White,02/30/1990,517-13-3934,23455.5,4086 6256 2993 5476,Washington DC,20004,925-735-6794
1143,0,Leon,Grubb,Never Married,White,2/18/1989,496-86-8498,10932.8,2988 0298 4334 6286,Washington DC,20016,804-652-8301
1144,0,Amelia,Crisci,Married,Hispanic,9/3/1974,672-97-5535,89633.5,5084 0706 5749 3384,Washington DC,20009,854-400-6083
1145,0,Samantha,Matthews,Divorced,White,10/6/1976,671-59-3306,25293.2,2126 7078 1694 7080,Washington DC,20017,409-761-9737
1146,0,Teresa,Weidenhofer,Never Married,Hispanic,5/17/1993,669-76-8590,20037.9,5580 7119 0888 2387,Washington DC,20002,305-936-4995
1147,0,Taliah,Passmore,Never Married,White,6/9/1949,232-62-3134,145174.6,0245 3760 9218 1816,Washington DC,20017,808-304-7952
1148,0,Mason,Oats,Married,White,8/27/1988,356-26-6778,65154.3,5745 6902 1568 6551,Washington DC,20010,424-136-1875
1150,0,Callum,Godfrey,Widowed,White,7/16/1992,289-24-8558,74007.3,7973 0519 2929 5937,Washington DC,20018,484-042-1324
1151,0,Bianca,Grillett,Never Married,Asian,1/17/1957,152-82-1891,98785.7,2671 0770 4502 1853,Washington DC,20013,301-120-1699
1152,0,Adam,Reimers,Never Married,White,1/3/1992,182-80-5586,102986.6,4092 6064 1944 5713,Washington DC,20015,302-420-3534
1153,0,Kayla,Rollins,Divorced,Hispanic,4/18/1984,450-49-8745,43927.4,8074 5333 6227 8458,Washington DC,20002,229-098-7753
1154,0,William,Tippins,Married,White,11/17/1963,421-55-5886,87192.6,0358 2447 9590 5560,Washington DC,20010,770-727-5173
1155,0,Callum,Rudd,Divorced,Black,10/23/1985,375-38-5638,45051.6,2938 8517 8893 7448,Washington DC,20017,603-742-7948
1156,0,Benjamin,Arrigoni,Married,Black,2/28/1959,334-95-1363,93848.5,8844 2051 5243 0043,Washington DC,20005,218-026-7970
1157,0,Ethan,Noack,Married,White,10/18/1980,366-45-2798,61694.8,5262 2442 7376 7019,Washington DC,20009,602-161-3647
1158,0,Benjamin,Vincent,Married,White,9/22/1969,180-83-6833,81396.7,2487 8059 3647 7827,Washington DC,20010,480-473-7655
1159,0,Teagan,Hages,Married,White,5/20/1973,209-39-9229,88393.9,9091 5864 8833 8829,Washington DC,20013,763-132-6910
1160,0,Cassandra,Mahon,Married,Asian,4/27/1960,090-91-4037,18005,5157 7404 4832 6709,Washington DC,20018,260-681-7519
1161,0,Dean,Weller,Married,White,2/25/1954,498-64-1648,58301.2,6486 4144 8190 9607,Washington DC,20016,803-337-4505
1162,0,Charles,Webb,Married,White,6/4/1957,678-79-9045,29446.9,9302 9501 4856 3044,Washington DC,20018,862-786-3039
1163,0,Jasmin,Schembri,Married,White,2/14/1955,226-65-4155,126995.9,2020 8386 5610 1886,Washington DC,20013,669-023-3825
1164,0,Baxter,Browne,Married,White,9/7/1967,217-73-7971,32605.7,6787 1870 6406 1261,Washington DC,20011,305-378-8068
1165,0,Mia,Suttle,Married,White,10/18/1968,336-94-4038,47912.3,2394 2513 5955 9472,Washington DC,20001,567-016-9195
1166,0,Timothy,Morden,Never Married,White,11/14/1948,352-20-6120,36710.6,1918 7992 2054 1157,Washington DC,20006,719-229-7074
1167,0,Gracie,Green,Never Married,Hispanic,1/21/1959,376-10-5470,102318.8,9539 7407 1756 7718,Washington DC,20009,314-909-8171
1168,0,Jack,Povey,Never Married,White,1/2/1966,409-23-6348,58027.6,6366 1368 4847 2850,Washington DC,20004,201-550-1190
1169,0,Brooklyn,Blacklow,Divorced,White,9/6/1968,535-72-2926,138687.2,4777 1011 0230 8939,Washington DC,20013,417-259-5692
1170,0,Timothy,Donaldson,Married,White,8/23/1957,142-16-9139,45367.8,5481 1865 5139 0959,Washington DC,20001,260-878-4261
1171,0,Hamish,Dent,Married,White,1/13/1953,543-38-3173,35385.2,9110 2105 2928 8313,Washington DC,20017,907-968-2547
1172,0,Lewis,Ryan,Married,Black,10/27/1972,396-81-8404,33790,2669 7634 8906 0594,Washington DC,20018,484-639-1161
1173,0,Joshua,Campbell,Never Married,White,9/17/1957,269-43-3957,63579.4,5525 2037 6437 7051,Washington DC,20006,609-302-5665
1174,0,Tarnia,Goldsworthy,Married,White,6/20/1990,692-89-7921,72676,6029 8941 8955 5097,Washington DC,20019,870-263-1521
1176,0,Charlie,Beattie,Never Married,White,12/19/1959,286-78-8935,72612.1,7951 5851 4658 3213,Washington DC,20017,208-387-4512
1177,0,Georgia,Beams,Divorced,Asian,12/15/1958,042-74-8028,89658.9,4779 4401 9650 4608,Washington DC,20018,478-636-5928
1178,0,Michael,Blackwell,Divorced,White,3/11/1970,152-25-6769,58045.1,6054 7666 0080 4262,Washington DC,20020,970-145-9171
1179,0,Chloe,Bellchambers,Married,White,7/4/1947,397-56-0616,46344.9,6709 2369 6953 3660,Washington DC,20017,660-366-1990
1181,0,Jackson,Brock,Never Married,Asian,10/1/1971,563-43-5904,75194.8,3493 5805 8943 1778,Washington DC,20001,201-278-9170
1184,0,David,Flannery,Never Married,Black,10/17/1990,635-32-9666,138359.4,0311 8935 6548 5290,Washington DC,20008,508-702-2117
1186,0,Charles,Webb,Never Married,White,6/30/1969,622-97-7887,25193.4,0270 3437 9632 4558,Washington DC,20013,816-091-6604
1187,0,Fergus,Thorpe,Married,Hispanic,12/22/1964,535-08-9609,27461.6,6388 5421 7066 2161,Washington DC,20002,972-822-9522
1188,0,Jasmine,Felmingham,Married,Hispanic,7/23/1979,172-66-8484,96570.1,9878 5958 1844 6037,Washington DC,20017,231-114-6740
1189,0,Laura,Paterson,Married,Black,4/4/1990,123-18-5721,14853.3,0133 3595 8452 9794,Washington DC,20005,806-985-0468
1192,0,Sonja,Browne,Married,White,9/16/1986,350-73-7788,56331.8,4175 7027 8616 7307,Washington DC,20015,646-574-5691
1194,0,Aidyn,Mcdermid,Never Married,White,6/24/1981,599-14-4214,11002.2,5885 2833 5599 4331,Washington DC,20004,253-155-8361
1195,0,Brandon,Gripton,Never Married,White,1/8/1975,605-10-1482,59553.3,4130 4308 4380 4982,Washington DC,20010,941-327-9673
1196,0,Roy,Reid,Never Married,Asian,5/9/1990,436-15-1556,159000,0798 5138 8509 7388,Washington DC,20010,513-691-6117
1198,0,William,Polak,Never Married,White,6/2/1979,587-20-6779,95296.6,9391 3202 1167 1257,Washington DC,20022,315-828-4255
1200,0,Isabella,Murton,Married,White,1/7/1974,590-02-6477,91180.8,9211 7973 0793 0092,Washington DC,20007,760-819-0800
1201,0,Alissa,Wang,Never Married,Black,4/3/1965,513-14-1471,24502.8,0088 5626 6367 9730,Washington DC,20006,760-766-3682
1202,0,Sophie,Green,Never Married,White,9/21/1966,248-64-0779,39386,4168 3795 9225 7743,Washington DC,20013,623-616-7836
1203,0,Holly,Grafton,Married,White,11/5/1993,618-14-8589,69932.8,2775 2614 0283 3237,Washington DC,20022,854-263-8426
1204,0,Indyana,Whiteley,Divorced,Black,4/22/1979,424-46-0043,167554.1,4467 7319 3364 5183,Washington DC,20022,559-532-1050
1205,0,Chloe,Mchenry,Never Married,White,4/11/1981,086-94-3256,62255.5,4737 2835 8317 4107,Washington DC,20002,669-061-0235
1206,0,Harrison,Fabbro,Married,Black,11/1/1967,343-14-0245,68977.3,4042 6773 6990 9127,Washington DC,20010,918-237-2227
1207,0,Zach,Doornekamp,Married,White,2/27/1978,146-89-3680,38093,4335 7577 5758 4509,Washington DC,20002,406-699-5066
1208,0,Alexander,Mac kell,Married,White,1/26/1956,411-58-6448,29935.1,9683 0146 9135 0106,Washington DC,20002,432-865-1734
1209,0,Brayden,Ayres,Married,Hispanic,11/9/1954,595-71-7546,54821.9,7545 9343 6550 9576,Washington DC,20010,330-074-6981
1210,0,Chelsie,Green,Married,White,3/24/1961,313-01-4041,28616.5,7491 9678 5537 1152,Washington DC,20022,985-075-9463
1211,0,Billy,Fehrenbach,Married,Hispanic,2/2/1953,129-05-4267,213485,6925 2876 1733 3125,Washington DC,20009,559-337-8459
1212,0,Douglas,Leaver,Never Married,Hispanic,7/14/1992,168-03-4456,88282.9,2132 4995 4657 7994,Washington DC,20009,303-945-3541
1213,0,Ruby,Ferrar,Never Married,White,12/16/1957,553-60-2544,157900.7,8023 0101 1878 0974,Washington DC,20013,513-371-7096
1214,0,Callum,Reid,Married,Black,12/29/1973,328-68-3323,76990.2,0627 9952 9896 3735,Washington DC,20017,260-920-8573
1215,0,Irene,Clarke,Married,White,4/17/1995,541-96-6701,28997.9,3547 4090 5885 4279,Washington DC,20019,972-272-6243
1216,0,Blakeston,Wauhop,Married,White,12/14/1947,344-01-6126,106330.5,6733 2729 1004 4762,Washington DC,20006,862-036-8163
1217,0,Lachlan,Shadbolt,Never Married,White,02/29/1989,521-03-7959,53933.7,0390 3493 4080 1750,Washington DC,20010,330-814-8119
1218,0,Natalia,Clarke,Married,White,8/2/1964,050-94-3888,204452.3,1514 3538 1097 1469,Washington DC,20010,909-081-2271
1219,0,Sophie,Alderson,Married,White,12/4/1978,603-08-0716,59635.9,9808 9272 6968 9664,Washington DC,20012,612-558-9064
1221,0,Sascha,Clarke,Never Married,White,6/14/1968,123-35-5921,25315.7,1950 0823 4861 1724,Washington DC,20008,440-501-2337
1222,0,Noah,Curry,Married,White,3/1/1988,444-46-8950,99124.4,2382 4508 2981 9898,Washington DC,20016,724-811-8790
1223,0,Joshua,Ducrou,Never Married,White,5/14/1958,604-47-8083,44747,5492 4486 1919 2849,Washington DC,20020,203-708-2794
1224,0,Gemaley,Ryan,Married,Hispanic,12/25/1956,006-28-9252,46758,0649 7352 2579 5286,Washington DC,20012,352-793-2977
1225,0,Jacqueline,Mcgregor,Married,White,6/7/1979,005-42-6305,88242.4,8351 3996 5752 2351,Washington DC,20015,217-917-1861
1226,0,Kelsey,Morrison,Never Married,White,2/12/1954,092-17-5766,97812.7,9324 3910 4683 2967,Washington DC,20001,913-188-5872
1227,0,Jasmine,Mcdermid,Married,Asian,12/28/1985,112-24-3325,88215.2,4113 5060 4641 3798,Washington DC,20002,262-690-8762
1228,0,Amy,Brock,Married,White,4/15/1949,296-28-2877,68604.5,0686 1385 1480 8862,Washington DC,20017,662-684-4327
1230,0,Taylah,Parremore,Never Married,White,11/7/1968,388-64-0281,90023.4,7611 2853 0686 5981,Washington DC,20010,762-225-4537
1231,0,Nicholas,Giannou,Married,Hispanic,1/11/1955,186-24-0928,62328.9,0427 5997 6624 6723,Washington DC,20022,661-673-1885
1232,0,Nathan,Grierson,Married,Black,8/22/1973,030-27-9132,96403.2,2237 5276 0532 5914,Washington DC,20010,424-585-6958
1233,0,Oliver,Wilde,Divorced,Hispanic,9/30/1970,191-96-2294,83660.1,0710 7711 5052 9912,Washington DC,20015,913-644-9320
1235,0,Archer,Beal,Married,White,11/17/1949,348-63-9850,64425.8,3930 3745 5193 9475,Washington DC,20010,320-207-9755
